Date,User,IsVerified,Tweet,Likes,RT,User_location
2/19/21,Leidos Holdings Inc.,,"[NEWS] For the second year in a row, Leidos has been recognized by the @HRC Corporate Equality Index as One of the Best Places to Work for #LGBTQ Equality. ttp://ms.spr.ly/6015pf4Kf",0,0,
8/31/18,Tyson Foods Inc. Class A,,"(1/3) Congrats to our own Sally Grimes & Doug Seipel for being recognized for their leadership. Sally is part of the 2018 Most #PowerfulWomen in #Chicago Business list issued by @CrainsChicago, while Doug is part of Crain’s 1st ever list of Chicago’s Notable #LGBTQ Execs",0,0,
6/7/21,U.S. Bancorp,,"(1/2) In honor of Pride month, we’ve made a $25,000 donation to the @HRC Foundation’s Transgender Justice Initiative, which supports the economic empowerment of thousands of transgender and gender non-conforming individuals. We hope this work resonates with the LGBTQ+ community,",0,0,
6/8/20,Chubb Limited,,(1) (pride OR lgbt OR lgbtq OR lgbtq+ OR queer OR pridemonth OR gay) (from_Chubb) - Search _ X.html,0,0,
1/25/18,Paramount Global Class B,,"""When “@RuPaulsDragRace” first began, it seemed like a fun window into an underground culture, but over the 9 years it has aired, the show has evolved to reflect America’s changing relationship to queer rights & acceptance."" ",0,0,
7/1/20,Capital One Financial Corp,,"""We... believe in supporting our community, and access to healthcare is a key component of any thriving community.” Here's why we're proud to support LGBTQ+ health and @CallenLorde: https://capital.one/2YP3R8C",0,0,
6/29/21,Equifax Inc.,,"""To be included means that there is a place for you to belong, and that you can be and bring your whole identity there."" - Emmett Catedral #YouAreIncluded #Pride #Pride2021",0,0,
5/8/18,Universal Health Services Inc. Class B,,"""This road is not easy, and it’s not supposed to be, but it’s also not meant to be done alone. Don’t ever let your pride prevent you from reaching out,"" Chris explained. #MentalHealthMonth #4Mind4Body https://heroesinrecovery.com/stories/community-golden-ticket/ via  @HeroesNRecovery",0,0,
6/18/21,C.H. Robinson Worldwide Inc.,,"""This community is big enough for all of us."" Thanks to Jess King, Peloton instructor, for sharing her background and coming out story during a recent company event, hosted by our PRIDE employee resource group. #Pride2021
",0,0,
6/14/22,Procter & Gamble Company,,"""There's so much to celebrate — and a lot of work to do!"" Our energizing host JoJo Siwa has taken the stage!🌈✨ Where will you lend your voice to advance LGBTQ+ visibility & equality? Let us know using the hashtag #CantCancelPride!",0,0,
6/20/19,3M Company,,"""The support that I've felt through my transition has been the same support I've always felt here."" Celebrating #Pride month by sharing Alison's story of kindness, support and inclusion. #LifeWith3M http://s.3m.com/SPwhzA",0,0,
4/1/19,Quest Diagnostics Incorporated,,"""The strength of our diversity and inclusion helps us to achieve our vision of empowering better health with diagnostic insights,” said James Humphreys, VP Marketing and Exec Director of the Quest Diagnostics Pride Employee Business Network. Read more:  http://bit.ly/2YHX7Hz",0,0,
6/22/20,Boeing Company,,"""The recent events have inspired me to stand in my authenticity—in my black-ness and my trans-ness. I love seeing other people stand up and be proud of who they are too."" —Aro Royston, graphic artist. Read his #Pride story: https://bit.ly/3fNBu0g",0,0,
6/2/22,Nielsen Holdings,,"""The LGBTQ+ community faces a lot of challenges around the world, but as a company, we can do our part by going beyond flying the rainbow flag during the month of June..."" Read the full LinkedIn post from our Chief Diversity Officer Sandra Sims-Williams: http://nlsn.co/6016zV5Gw",0,0,
5/31/18,Campbell Soup Company,,"""The effect on me was immediate"" https://goo.gl/p7ZXnv #HRC #LGBT #Diversity #LGBT",0,0,
6/21/22,Consolidated Edison Inc.,,"""That's what's so important about #Pride - we can just be who we are."" - VP of Steam Operations Christina Ho.",0,0,
4/13/18,Gilead Sciences Inc.,,"""Stigma is a driving factor impacting the HIV/AIDS epidemic not only in the region, but also in the LGBTQ community.” - Tori Cooper, prevention specialist, speaks to issues impacting the #HIV community and #GileadCOMPASS. #GLAADawards",0,0,
6/8/21,Molson Coors Beverage Company Class B,,"""Pride means self-affirmation, dignity, and equal rights for all. It means allowing yourself to fully embrace who you are and let people know that you are present and authentic."" -- Russel Stalvey, director of community partnerships for  @TerrapinBeerCo https://molsoncoorsblog.com/pride-month-2021-employee-spotlight-russel-stalvey",0,0,
6/28/20,Pfizer Inc.,,"""Pride is more than just one month. It’s who I am. It’s a part of me.” Our colleagues reflect on how#Pride isn’t just a moment in time, but a reminder of living your authentic self.",0,0,
2/23/21,Charles Schwab Corp,,"""My advice would be to find pride in doing your best work and try to be the best person you can, every single day."" Schwab's Marlene P. shares the life experiences that have driven her success. https://bit.ly/3kjyBHW",0,0,
6/5/18,Leidos Holdings Inc.,,"""It's a chance to remind the world, and ourselves, that our potential is in no way inhibited by our sexuality or gender identity.""Antarctica's first #Pride celebration arrives! Big love to our #TeamLeidos colleagues there.(via @EARTH3R): http://bit.ly/2J8KW2l#PrideMonth",0,0,
6/29/18,Citrix Systems,,"""If you're different, that's all you need to be to be here. We don't want you to change."" We are proud of the diversity at Citrix. This month (and always) we stand proudly with our #LGBTQ employees, partners, and customers. #PRIDE 🏳️‍🌈",0,0,
6/29/20,Expedia Group Inc.,,"""If you show us the same respect and dignity that you expect from us, everything will be so much easier for everyone involved."" Here, an Expedia employee shares her experience as a trans traveler: https://bit.ly/3idNDhi #PrideMonth",0,0,
5/15/18,Campbell Soup Company,,"""I was extremely nervous pulling into the lot, but as I parked my car I noticed something I didn’t expect: a rainbow flag flying in front of the building to celebrate Pride month"" https://goo.gl/p7ZXnv #HRC #LGBT #Diversity #LGBTQ",0,0,
6/21/20,American Express Company,,"""I joined American Express during Pride month... The support given to the company’s PRIDE+ etwork and its allies brought about a profound sense of comfort and safety."" - Marcus, #TeamAmex colleague. Learn more about Marcus, from@TheMuse: https://amex.co/35MNRUT",0,0,
6/30/21,Equifax Inc.,,"""I celebrate all year by being bold and honest about who I am. Who I am is never on ""mute"". - D’Lovely Gibson #YouAreIncluded #Pride #Pride2021",0,0,
5/19/22,Molson Coors Beverage Company Class B,,"""I believe we all deserve to feel safe, seen and accepted for who we are. Not because of who we love, or how we dress – but simply for who we are. Pride is an opportunity for us all to live loudly, authentically and share our truest selves with the world.""",0,0,
3/22/19,Celanese Corporation,,"""I am very proud to be at a company that embraces #diversity, promotes #inclusion and encourages me to bring my whole self to work each day."" -Ryan Moran http://ow.ly/3IWx30o36Gy #IBringMe #companyculture #PRIDE",0,0,
6/28/21,Viatris Inc.,,"""I always try to bring an open and authentic approach when interacting with colleagues at work."" Read how our colleague and LGBTQ+ ERG tri-chair, is helping to create meaningful change through understanding and education https://bit.ly/3xpbAZK #VisibilityatViatris #PrideMonth",0,0,
6/29/20,Activision Blizzard Inc.,,"""He’s definitely one of my heroes.” Delphine Calsada, Executive Assistant at Activision Blizzard, shares about her son in honor of #PrideMonth. Hear her story of love and acceptance. #GameWithPride
",0,0,
6/10/19,Johnson & Johnson,,"""Everyone deserves to feel safe.""—#JNJ Executive Vice President & ally Ashley McEvoy. To celebrate #PrideMonth, she shares how J&J proudly supports our #LGBTQ+ employees, from our Open&Out Employee Resource Group, to transgender-inclusive health coverage: http://bit.ly/2wJZNrt
",0,0,
11/30/18,Goldman Sachs Group Inc.,,プライド月間最終日の今日はPink Friday🌈ゴールドマン・サックス #LGBT ネットワークが中心となって、社員はピンク色のTシャツを着ることで、LGBT当事者への理解・支援を表明しています。当社の社内ネットワークやダイバーシティに向けた取り組みはHPをご覧ください。http://click.gs.com/cg4s,0,0,
3/16/18,Campbell Soup Company,,"""Each year, we attend the gala in celebration of earning a score of 100% on the @HRC’s Corporate Equality Index and as visible representation of our commitment to equality through our values."" https://goo.gl/Ybyzp3 #LGBT #Diversity #LGBTQ #Philadelphia",0,0,
6/18/20,Cummins Inc.,,"""Dreamers and the LGBTQ+ community are our colleagues, our friends and our neighbors."" While there is still much to be done on both fronts, @Cummins, we celebrate the U.S. Supreme Court's decision to uphold DACA and protect LGBTQ+ employees from discrimination in the workplace.",0,0,
6/18/20,Cummins Inc.,,"""Dreamers and the LGBTQ+ community are our colleagues, our friends and our neighbors."" While there is still much to be done on both fronts, @Cummins we celebrate the U.S. Supreme Court's decision to uphold DACA and protect LGBTQ+ employees from discrimination in the workplace.",0,0,
6/21/19,Tyson Foods Inc. Class A,,"""Children come out all the time, but my story is unique, because I got to experience it twice."" This mother's love/support of her two LGBTQ children is what #PrideMonth is all about. Check it out on #TheFeedBlog #InclusionMatters #RaisingExpectations",0,0,
6/21/18,Campbell Soup Company,,"""Campbell’s commitment to the #LGBTQ community doesn’t end at flying a flag, but through policies and actions.""https://campbellsoupcompany.com/newsroom/news/2017/12/05/campbell-named-best-place-work-human-rights-campaigns-corporate-equality-index/",0,0,
12/3/18,Goldman Sachs Group Inc.,,ゴールドマン・サックスでは@kazuyo_ を#TalksAtGS のゲストにお迎え、#LGBT アクティビストの @ataeru_onna との交際をカミングアウトした経緯や社会にある無意識の差別についてお話しいただきました。マルチタレントとして知られる勝間さんに生産性向上のアドバイスについてもお きしました。,0,0,
6/11/19,United Parcel Service Inc. Class B,,"""Being given that express permission to bring my whole authentic self to work is what makes me so grateful to work at this company every day."" -Joe Rayburn, UPSer who chartered one of the first UPS LGBTQ and Allies Business Resource Groups. #PrideMonth",0,0,
7/10/19,Pfizer Inc.,,"""Authenticity is about letting go of who you think you should be to embrace who you really are."" We hosted @Lavernecox at our NYHQ to close out #PrideMonth. See more about our #PfizerPride here: http://youtu.be/K5jlhEB8jG4 #PfizerProud",0,0,
10/19/22,Merck & Co. Inc.,,"""At other companies, it was OK to be gay, but this is the first one I’ve worked for that says, ‘diversity really does matter; diversity is the key to our success.’” – Lutz Staacke Learn more about Lutz’s experience working for Merck: http://merck.us/3CNHOBZ #PoweredByInclusion",0,0,
6/22/20,Etsy Inc.,,"""As a Queer maker, I am dedicated to supporting voices in my community. My favorite part of running my business is reaching crafters who have not seen their identities or politics reflected in cross-stitching before,"" says Zoe of JunebugandDarlin 🌈 http://etsy.me/3erdCPJ
",0,0,
5/4/18,Campbell Soup Company,,"""All before I walked into the front door"" https://goo.gl/p7ZXnv #HRC #LGBT #Diversity #LGBTQ",0,0,
3/16/21,Goldman Sachs Group Inc.,,「人々が幸せでなければ、ビジネスも持続しない」。 #同性婚 に関する初の判決を明日に控え、#LGBTQ +の人権向上に取り組む、ゴールドマン・サックスの柳沢正和は #結婚の平等 につ @HuffPostJapan のインタビューに答えました。#札幌0317,0,0,
5/21/19,Whirlpool Corporation,,"""A score of one hundred on the Human Rights Campaign’s CEI means that we’re doing the right thing for our employees."" - Erin Brown Whirlpool PRIDE co-lead. #sweetsixteen #hrc100 #CEI100 💯🌈",0,0,
6/14/21,Equifax Inc.,,"""#YouAreIncluded means that you are valued, appreciated, recognized and most importantly heard."" - Gustavo Rivera Bazán #Pride #Pride2021",0,0,
6/23/21,Equifax Inc.,,"""#YouAreIncluded means that no matter who you are, where you come from, what your beliefs are, how you look, how you talk, how you ARE in all aspects of your life: you belong, you are loved, you are capable & you are worthy."" - Melissa Tenorio #Pride #Pride2021",0,0,
6/17/19,Match Group Inc.,,""" My first and only date on Match was on February 22nd, 2015, when I met Thomas. We clicked immediately. 4 years and a U.S. supreme court ruling later, we were married in May!"" ~Tyler & ThomasHappy #PrideMonth to these #matchmade marrieds!  ❤️🧡💛💚💙💜 #loveislove",0,0,
4/5/22,Synopsys Inc.,,"✨Finale of our #WomensHistoryMonth celebration! ✨We sat down with Liz Saucedo, co-founder of Synopsys’ Global Pride Employee Resource Group, to discuss what #inclusion & #diversity means to human resources in tech industries. ➡️ Full interview: tp://snps.social/RCGR50IBs4i",0,0,
6/17/22,Alaska Air Group Inc.,,"❤️🧡💛 LOVE IS IN THE AIR. 💜💚💙 Two years ago, a match was made in the sky—and this week, she PROPOSED on our Pride #AlaskaDelightFlight! But that's not all, see what else surprised guests at the gate! https://bit.ly/3HAg5Xq",0,0,
6/28/22,Nasdaq Inc.,,"⚡ Pride is authenticity.⚡ Pride is perseverance.⚡ Pride is powerful.Throughout #Pride2022, we celebrate the LGBTQ+ leaders who are powering pride in tech and beyond alongside our global OPEN (Out Proud Employees of @Nasdaq network. Learn more: http://spr.ly/6017zc5FB",0,0,
6/23/22,Nasdaq Inc.,,"⚡ Earlier this week, @nasdaq’s The OPEN (Out Proud Employees of Nasdaq) network hosted its fourth annual LGBTQ+ Leaders Conference, which explored the experiences and advice from LGBTQ+ trailblazers. Thank you to our speakers and guests for joining us this #PrideMonth!",0,0,
12/21/20,eBay Inc.,,⏰ Time is running out ⏰ Now's your last chance to get your hands on this limited edition purple Club Campus 38 Pride watch from  @coolhunting and @nomos_glashuette. Major bonus: the proceeds go to The @trevorproject which provides crisis intervention for the LGBTQ+ community.,0,0,
7/6/21,Assurant Inc.,,"“With regard to the diversity values within the company, it is clear that those values have really allowed us to continue to feel comfortable with who we really are within the organization.” Ana from Assurant Chile shared her insights for Pride Month. http://aizgo.co/6018ypJ1k",0,0,
6/17/20,Microsoft Corporation,,“Why do you feel the need to protest?” Sophia’s answer: for equity for all. LGBTQI+ people at Microsoft encourage us all to stand up for justice. #Pride,0,0,
6/21/21,Oracle Corporation,,"“When people feel they belong, their teamwork, morale, and performance naturally improve.” Our Belonging program encourages all employees to bring their authentic selves to work: https://social.ora.cl/6018yPiXA #PrideMonth",0,0,
6/22/19,PNC Financial Services Group Inc.,,"“When my feet hit the ground and I start my day, I do so with the support of my company and its leaders.” Hear from seven @PNCBank employees on coming out and what inclusion and #pride mean to them. https://pnc.co/2Ruus5V",0,0,
6/21/23,Henry Schein Inc.,,"“We should all strive to educate ourselves, cultivating a universal understanding that celebrates our individuality and allows everyone the dignity and respect they deserve.” #IAMTEAMSCHEIN #PrideMonth",0,0,
9/23/22,Microsoft Corporation,,“We know that proximity drives empathy.” Discover how the joy Aleksey found at a local Pride event inspired him to promote inclusion at work: https://news.microsoft.com/life/lifting-others-voices/?ocid=FY23_soc_omc_br_tw_LiftingVoices,0,0,
6/28/21,Dow Inc.,,“We honored this Pride month with the theme #ShareYourPride because building a more inclusive and equal world is a shared effort – and a lot more fun to do together.”Hear from @AmyE_Wilson on #TeamDow’s many initiatives supporting the LGBTQ+ community. #Pride,0,0,
5/27/20,Jacobs Solutions Inc.,,"“We have revealed a plan that sets us apart — capturing the shared passion, pride and drive of our people as we work to preserve our planet for future generations.” – Jacobs Chair & CEO Steve DemetriouWe talk to @BITC about our 🆕 Climate Action Plan →  ttp://jcob.co/QAZb50zRnpv",0,0,
6/30/23,Sempra Energy,,"“We can help employees from the LGBTQ+ community to feel safe in bringing their true selves to work by continuing to create safe spaces for conversation amongst our colleagues.”-Hollie Bierman, director of customer programs at SDG&E#WeAreSempra #PrideMonth",0,0,
1/21/20,PNC Financial Services Group Inc.,,“We are proud to be named among the Best Places to Work for LGBTQ Equality by @HRC. The ranking & our 100% score on HRC’s Corporate Equality Index demonstrate our strong commitment to our LGBTQ+ workforce & their families.” - Chief HR Officer Vicki C. Henn http://bit.ly/2GhtaWN,0,0,
6/16/20,Interpublic Group of Companies Inc.,,“We applaud this decision by SCOTUS–a great win for us to celebrate during #PrideMonth at a time when we could all use some good news.” IPG SVP CDIO @heide_gardner,0,0,
6/22/21,NRG Energy Inc.,,"“To celebrate #Pride, we can encourage and embrace everyone around us to express their whole selves.” - Sarah T. Learn more in our #Pride2021 blog. ttp://ms.spr.ly/6016nK9Pk#PrideMonth #Pride2021",0,0,
6/15/21,Ralph Lauren Corporation Class A,,"“To be an ally is to support change,” says Ebony Nunez of  @OliviaHas2Moms Discover the #RLPride campaign and join us in celebrating #PrideMonth: http://rlauren.co/Pride-T",0,0,
6/24/18,Etsy Inc.,,"“This piece represents all beautiful things full of magic, love, and equality!” 🌈 Inspired by the Pride flag, Maria of Etsy shop The Sweet Karma Bar created this gorgeous stained glass crystal corner piece that glows in the sun.#MadeWithPride https://etsy.me/2K2ekI3",0,0,
6/9/23,Sempra Energy,,"“This is the first time in my career where I have experienced acceptance, inclusion and belonging at every level of the organization.” #PrideMonth-Claudia L. Lopez, diversity and inclusion manager at Sempra Infrastructure",0,0,
9/4/22,Procter & Gamble Company,,"“There’s a growing realization that in order to succeed with future younger generations, you have to win with LGBTQ consumers.” Read how we’re committed to #LGBTQvisibility and inclusion — in our workplace and in our marketing. https://us.pg.com/blogs/pg-perfect-score-hrc-corporate-equality-index/",0,0,
6/24/19,Johnson & Johnson,,"“There are organizations that say they care about their workers, but #JNJ didn’t just say it. They proved it.""—@JanssenGlobal employee Clark Musto. In honor of #PrideMonth, we're proud to share his brave story of coming out as transgender: http://bit.ly/2KckQLg #BelongAtJNJ",0,0,
6/2/21,MSCI Inc. Class A,,"“The key point for all businesses that understand the value of #diversity is you're not tolerating people you're celebrating the differences.” – Tia Counts, MSCI’s Chief Diversity Officer, on the latest #PerspectivesPodcast. #MSCIResearch #pride https://msci.com/perspectives-podcast/pride-in-the-workplace",0,0,
6/16/23,Seagate Technology Holdings PLC,,"“The design of the drive features the colors of the progressive pride flag—and for us, this symbolizes the unique individuals that make up our datasphere.” ➕ We’re donating $20,000 to @OUTinSTEM! Read about our Pride Drive http://seagate.media/6018gW6wE #ProudTogether #Pride2023",0,0,
5/8/18,Gilead Sciences Inc.,,"“Stigma still exists in the South around #HIV/AIDS and even just being LGBTQ. This ignorance has deadly  onsequences, with nearly half of all #HIV/AIDS-related deaths occurring in our region.” - Tori Cooper,  revention Specialist, at the #GLAADawards in New York.",0,0,
6/28/22,Western Digital Corporation,,"“Pride to me is all about celebrating every unique individual, showing love and support. Pride is about love.” — Sunny Duchet, Specialist, Marketing, WDC Worldwide Sales and Marketing",0,0,
6/19/23,Henry Schein Inc.,,"“Pride Month is a reminder of the extraordinary journey taken by the LGBTQIA+ community, honoring both the trials we have endured and the monumental accomplishments we have achieved.” #IAMTEAMSCHEIN #PrideMonth Interested in joining #TeamSchein? Visit http://bit.ly/1yIMHTp.",0,0,
6/15/20,Baxter International Inc.,,"“Pride Month comes during a challenging time for our world. We must unite in our fight for equality and justice – for LGBTQ people and all marginalized communities,” Philippe Reale, co-president of the Baxter Equality Network business resource group. #PrideMonth #LGBTQ",0,0,
6/23/20,AbbVie Inc.,,"“Our PRIDE employee resource group is a space where critical parts of my identity are acknowledged, affirmed and celebrated.” This is one way we foster an inclusive workplace for all employees, including Brian Thomas in immunology. Learn more: https://bit.ly/2NpIi8l #PrideMonth",0,0,
6/29/23,Seagate Technology Holdings PLC,,“Our partnership with @OUTinSTEM aligns perfectly with our value of inclusion because these are students that might work for Seagate in the future to help us build the next generation of hard drives.” 🌈 Seagate Pride Drive: http://seagate.media/6013gQRsW #ProudTogether #Pride2023,0,0,
2/9/21,Goldman Sachs Group Inc.,,"“Our food is America's food, so let's take some pride and ownership in that.” @MarcusCooks, chef and author of “The Rise,” on building awareness around Black cuisine during a recent episode of #TalksAtGS moderated by $GS' @margaretanadu: https://click.gs.com/pdh7 #BlackHistoryMonth",0,0,
6/28/20,AbbVie Inc.,,"“Our culture is one of acceptance, respect and empowerment. Every person has a voice and is encouraged to use it.” Read why Lori Lever, our PRIDE employee resource group head, uses her voice to be a role model to younger #LGBTQ+ colleagues: https://bit.ly/2YIb0I5 #PrideMonth",0,0,
6/15/20,JPMorgan Chase & Co.,,"“Our company is better and stronger because of its diversity. Especially during #PRIDE Month, we couldn’t be more proud to support all our employees & partners to make sure they receive the equal protections they deserve.” - $JPM CEO Jamie Dimon on today's Supreme Court decision.",0,0,
6/22/20,AvalonBay Communities Inc.,,“No pride for some of us without liberation for all of us.” Marsha P Johnson Please stay tuned as we share the voices of a few of our out and proud LGBT associates this month. #PRIDE2020,0,0,
11/19/19,Intuit Inc.,,"“Never ever give up. Focus on making things better, for yourself and others.” – an Intuit employee shares more on coming out as #transgender in the workplace. This #TransAwarenessWeek, and every week, we stand by our #LGBTQ+ employees. #TogetherWeProsper https://intuit.me/35ci3sK",0,0,
6/7/19,Leidos Holdings Inc.,,“Life’s truest joy is learning to embrace your authentic self” – Darr JenkinsThis week #TeamLeidos have been giving advice to their younger selves about being #pastpresentproud to celebrate #PrideMonth & #CapitalPrideDC.Join us all at the @CapitalPrideDC parade this weekend!,0,0,
2/2/22,Cardinal Health Inc.,,"“Let’s all create the history that we and generations to come can talk about with pride.” — Victor Crawford, CEO of our Pharma segment, shared his thoughts and perspective on #BlackHistoryMonth in his recent article. Read more: http://spr.ly/6017KzX8X",0,0,
6/30/22,Oracle Corporation,,“Leading the change you want to see.” Angela Äinschi Jacobsen shares why representation and inclusion matters in the workplace. https://social.ora.cl/6016zld54 #PrideMonth ,0,0,
2/16/23,Jacobs Solutions Inc.,,“Jacobs is a great collective of professionals who take pride in their work. This internship experience has influenced me to return post-graduation.”More from #OurJacobs #intern class of 2021 ➡️ http://jcob.co/HFFt50GdQRn,0,0,
3/31/20,Jacobs Solutions Inc.,,“It's just amazing to be the person that I am inside and to let the world see that”. Celebrate #tdov2020 by watching Jacobs Project Manager Laura’s video →  http://jcob.co/DEed50z0iVo  #TogetherBeyond #lgbt,0,0,
6/27/19,AbbVie Inc.,,"“It’s important to lift each other up and help one another succeed - not only at work but personally”. Steven Parker, part of our #PRIDE employee group, shares what the intersection of #AbbVieLife and #PrideMonth means to him.
",0,0,
6/11/21,KeyCorp,,"“It is a great honor to serve as the Executive Sponsor of our #PRIDE group at Key and to have the opportunity to work alongside such an engaged, talented, and inspiring team.” - Trina Evans, Chief of Staff and Director of Corporate Center",0,0,
10/21/20,Microsoft Corporation,,"“Intersectionality is a thing. Many people are not just Black or queer. Coming out as a Black trans man was harder for me than just coming out as a trans person.” Join us in standing up against systemic racism, prejudice, and fear: http://Microsoft.com/Pride #LGBTHistoryMonth",0,0,
9/29/20,Quest Diagnostics Incorporated,,"“In an unusual year, they are finding new and exciting ways to keep their commitments and continue Quest’s long tradition of partnering with the community to celebrate Pride all year,""  - Cecilia McKenney, SVP and Chief Human Resources Officer. Read more: http://blog.questdiagnostics.com/2020/09/a-pandemic-cant-stop-our-pride/",0,0,
9/16/18,Gilead Sciences Inc.,,“I’ve seen firsthand the stigma that still exists in the Southern U.S. around HIV and AIDS – and even just being LGBTQ. But our stories can counter that stigma.” – Tori Cooper of @PIHC_Atlanta at this year’s #GLAADgala. #ThisIsMyStory,0,0,
3/31/21,AbbVie Inc.,,"“I’ve been blown away at how I’ve been supported.” We’re thankful Kaitlyn, our associate ethics & compliance director, feels comfortable being her authentic self at home and at work. Explore how we support our #LGBTQ+ employees:https://bit.ly/39xIwFI #TransDayOfVisibility",0,0,
6/22/23,Henry Schein Inc.,,"“I’ve always looked up to my daughter – she’s remarkable in every way, and as a member of the LGBTQIA+ community, she has helped me become a more understanding, tolerant, and an all-around better person."" #IAMTEAMSCHEIN #PrideMonth",0,0,
6/29/19,Trane Technologies plc,,"“I’m passionate about making sure the LGBTQ community is supported wherever I am, whether it’s at work, at home or out in the community."" Hear more from April Mae Serpa, resource coordinator for Trane Service and LGBTQ #ally at http://ow.ly/ePsZ50FjTEd. #PrideMonth",0,0,
6/25/20,AbbVie Inc.,,"“I wanted to play an active role in moving the needle forward for our #LGBTQ+ colleagues.” Read how people like Robert Shields are a key part of making sure our employees bring their whole, authentic selves to work every day: https://bit.ly/3dBp4XQ #PrideMonth",0,0,
6/1/22,Union Pacific Corporation,,"“I Love You.”Union Pacific’s Tonya Eggspuehler shares the three very simple words a parent should say when their child comes out as LGBT.  ""I reminded him that our home is always safe.""",0,0,
6/16/23,Sempra Energy,,"“I had never been a part of a group where it was okay to be a part of the LGBTQ+ community until I started working at Sempra. I'm more open about who I am and starting my journey to discover my true self.” #PrideMonth-Sophia Tran, staff accountant at Sempra",0,0,
